"country","adminlevel_1","year","cov_anc1_dhis2","cov_instlivebirths_dhis2","cov_instdeliveries_dhis2","cov_bcg_dhis2","cov_penta1_dhis2","cov_penta3_dhis2","cov_measles1_dhis2","cov_measles2_dhis2","cov_penta2_dhis2","cov_opv1_dhis2","cov_opv2_dhis2","cov_opv3_dhis2","cov_pcv1_dhis2","cov_pcv2_dhis2","cov_pcv3_dhis2","cov_rota1_dhis2","cov_rota2_dhis2","cov_ipv1_dhis2","cov_ipv2_dhis2","cov_zerodose_dhis2","cov_undervax_dhis2","cov_dropout_penta13_dhis2","cov_dropout_measles12_dhis2","cov_dropout_penta3mcv1_dhis2","cov_dropout_penta1mcv1_dhis2","cov_anc1_anc1","cov_instlivebirths_anc1","cov_instdeliveries_anc1","cov_bcg_anc1","cov_penta1_anc1","cov_penta3_anc1","cov_measles1_anc1","cov_measles2_anc1","cov_penta2_anc1","cov_opv1_anc1","cov_opv2_anc1","cov_opv3_anc1","cov_pcv1_anc1","cov_pcv2_anc1","cov_pcv3_anc1","cov_rota1_anc1","cov_rota2_anc1","cov_ipv1_anc1","cov_ipv2_anc1","cov_zerodose_anc1","cov_undervax_anc1","cov_dropout_penta13_anc1","cov_dropout_measles12_anc1","cov_dropout_penta3mcv1_anc1","cov_dropout_penta1mcv1_anc1","cov_anc1_penta1","cov_instlivebirths_penta1","cov_instdeliveries_penta1","cov_bcg_penta1","cov_penta1_penta1","cov_penta3_penta1","cov_measles1_penta1","cov_measles2_penta1","cov_penta2_penta1","cov_opv1_penta1","cov_opv2_penta1","cov_opv3_penta1","cov_pcv1_penta1","cov_pcv2_penta1","cov_pcv3_penta1","cov_rota1_penta1","cov_rota2_penta1","cov_ipv1_penta1","cov_ipv2_penta1","cov_zerodose_penta1","cov_undervax_penta1","cov_dropout_penta13_penta1","cov_dropout_measles12_penta1","cov_dropout_penta3mcv1_penta1","cov_dropout_penta1mcv1_penta1","Country"
"Senegal","DRS Fatick",2020,99.0755996704102,100.042091369629,99.1953964233398,109.830856323242,119.752624511719,118.773422241211,118.282211303711,98.9512634277344,117.625793457031,119.697784423828,117.719795227051,118.68724822998,120.062049865723,117.406448364258,118.389572143555,119.247352600098,117.343780517578,120.058135986328,0,-19.7526226043701,-18.7734203338623,0.817688226699829,17.0177249908447,1.21026253700256,2.01805448532104,97.2999954223633,98.2491607666016,97.4176330566406,107.862495422363,117.6064453125,116.644790649414,116.162376403809,97.1778717041016,115.517730712891,117.552589416504,115.610046386719,116.560165405273,117.91032409668,115.302322387695,116.267822265625,117.110229492188,115.240776062012,117.906478881836,0,-17.6064434051514,-16.6447887420654,0.817688226699829,17.0177249908447,1.21026253700256,2.01805448532104,75.0393295288086,75.7713470458984,75.1300582885742,83.185302734375,90.7000045776367,89.9583587646484,89.5863189697266,74.9451599121094,89.0891494750977,90.6584701538086,89.1603546142578,89.8930969238281,90.9343643188477,88.9230270385742,89.6676330566406,90.3173141479492,88.8755569458008,90.931396484375,0,9.29999732971191,10.0416412353516,0.817688226699829,17.0177249908447,1.21026253700256,2.01805448532104,"Senegal"
"Senegal","DRS Fatick",2021,110.269630432129,100.223251342773,99.3750152587891,111.288963317871,121.40650177002,120.902061462402,126.983901977539,114.867202758789,119.164543151855,121.458236694336,119.138671875,121.177993774414,120.919303894043,118.918785095215,121.380630493164,120.833076477051,119.194717407227,124.691833496094,0,-21.4064998626709,-20.9020595550537,0.415497720241547,10.2714176177979,-4.19014358520508,-3.75723576545715,97.2999954223633,88.4352416992188,87.6867752075195,98.1994323730469,107.126976013184,106.681869506836,112.048377990723,101.356819152832,105.148712158203,107.172630310059,105.125885009766,106.925346374512,106.697082519531,104.931861877441,107.104148864746,106.621002197266,105.175338745117,110.025901794434,0,-7.12697839736938,-6.68186807632446,0.415497720241547,10.2714176177979,-4.19014358520508,-3.75723576545715,82.3799057006836,74.8744812011719,74.2407836914062,83.1414184570312,90.6999969482422,90.3231430053711,94.8667449951172,85.8146362304688,89.0250854492188,90.738655090332,89.0057525634766,90.5292892456055,90.3360290527344,88.8414840698242,90.6806716918945,90.2716064453125,89.0476303100586,93.1543960571289,0,9.30000019073486,9.67685699462891,0.415497720241547,10.2714176177979,-4.19014358520508,-3.75723576545715,"Senegal"
"Senegal","DRS Fatick",2022,113.941947937012,100.41828918457,99.5684051513672,114.954971313477,130.757034301758,141.2236328125,124.144515991211,106.59317779541,138.438247680664,130.565628051758,136.453720092773,138.725357055664,130.686508178711,137.294876098633,139.737762451172,123.534164428711,133.305679321289,140.019821166992,0,-30.7570285797119,-41.2236366271973,-8.00462245941162,14.8302659988403,12.7969188690186,5.81664085388184,97.2999954223633,85.7515563964844,85.0258026123047,98.1650695800781,111.659133911133,120.597023010254,106.012420654297,91.0245666503906,118.218460083008,111.49568939209,116.523788452148,118.46363067627,111.598915100098,117.242088317871,119.328170776367,105.4912109375,113.835540771484,119.569038391113,0,-11.6591310501099,-20.5970230102539,-8.00462245941162,14.8302659988403,12.7969188690186,5.81664085388184,79.0361709594727,69.6554412841797,69.06591796875,79.7388610839844,90.6999969482422,97.9601898193359,86.1132125854492,73.9386749267578,96.0280990600586,90.5672378540039,94.6515274047852,96.2272491455078,90.6510848999023,95.2350006103516,96.9295120239258,85.6898422241211,92.4678802490234,97.1251678466797,0,9.29999923706055,2.03980684280396,-8.00462245941162,14.8302659988403,12.7969188690186,5.81664085388184,"Senegal"
"Senegal","DRS Fatick",2023,95.4764099121094,100,99.1536560058594,125.212371826172,112.735626220703,117.06559753418,120.867004394531,101.296920776367,82.0259094238281,111.866157531738,82.1650238037109,116.30046081543,113.761604309082,85.4516220092773,105.814636230469,137.480773925781,112.666069030762,117.517723083496,0,-12.7356300354004,-17.0655956268311,-3.84081435203552,16.8672943115234,-2.42127156257629,-6.35508251190186,97.3000030517578,101.90998840332,101.047477722168,127.603912353516,114.888870239258,119.301536560059,123.175552368164,103.231689453125,83.5925979614258,114.002792358398,83.7343673706055,118.521789550781,115.934440612793,87.083740234375,107.835693359375,140.106643676758,114.817985534668,119.762298583984,0,-14.8888702392578,-19.3015384674072,-3.84081435203552,16.8672943115234,-2.42127156257629,-6.35508251190186,76.8143157958984,80.4537124633789,79.7727890014648,100.737998962402,90.6999969482422,94.1836166381836,97.2419967651367,81.4971389770508,65.9928894042969,90.0004806518555,66.1048126220703,93.5680389404297,91.5254364013672,68.7490081787109,85.1318054199219,110.608390808105,90.6440353393555,94.5473709106445,0,9.29999923706055,5.81638050079346,-3.84081435203552,16.8672943115234,-2.42127156257629,-6.35508251190186,"Senegal"
"Senegal","DRS Kaffrine",2019,139.132629394531,100.638122558594,99.786376953125,125.900054931641,138.639053344727,137.138580322266,131.918441772461,113.073471069336,135.090881347656,137.001770019531,135.395385742188,136.507507324219,137.672576904297,135.593978881836,137.398956298828,139.70703125,139.256896972656,133.771347045898,0,-38.6390533447266,-37.1385803222656,1.08228552341461,14.9765625,4.57602596282959,5.60878562927246,97.2999954223633,70.3795318603516,69.7838745117188,88.046028137207,96.9548187255859,95.9054946899414,92.2548675537109,79.0759735107422,94.4734725952148,95.8098220825195,94.6864242553711,95.4641571044922,96.2789306640625,94.8253021240234,96.0875854492188,97.7016983032227,97.3868942260742,93.5506744384766,0,3.04517912864685,4.09450721740723,1.08228552341461,14.9765625,4.57602596282959,5.60878562927246,91.0229110717773,65.8391494750977,65.2819290161133,82.3659286499023,90.6999969482422,89.7183685302734,86.3032531738281,73.9745635986328,88.3787231445312,89.6288604736328,88.5779418945312,89.3055038452148,90.0677108764648,88.7078628540039,89.8887100219727,91.3986892700195,91.1042022705078,87.5154647827148,0,9.3000020980835,10.2816352844238,1.08228552341461,14.9765625,4.57602596282959,5.60878562927246,"Senegal"
"Senegal","DRS Kaffrine",2020,106.960029602051,100.317108154297,99.4680709838867,104.040473937988,111.354713439941,109.626083374023,108.752876281738,91.2839126586914,108.47730255127,111.591766357422,108.389778137207,109.542198181152,111.238014221191,108.484596252441,109.494789123535,111.150489807129,110.052764892578,109.429145812988,0,-11.3547143936157,-9.62607955932617,1.55236780643463,16.7399101257324,1.59015297889709,3.11783576011658,97.2999954223633,91.2570266723633,90.4846801757812,94.6441192626953,101.297782897949,99.7252655029297,98.9309310913086,83.0396575927734,98.6802444458008,101.51342010498,98.6006164550781,99.6489639282227,101.191619873047,98.6868743896484,99.6058349609375,101.111999511719,100.113418579102,99.5461196899414,0,-1.29778039455414,0.274733811616898,1.55236780643463,16.7399101257324,1.59015297889709,3.11783576011658,87.1204681396484,81.709716796875,81.0181655883789,84.7424468994141,90.7000045776367,89.2920074462891,88.5807723999023,74.3520431518555,88.3563079833984,90.8930816650391,88.2850189208984,89.2236862182617,90.6049499511719,88.3622512817383,89.1850662231445,90.5336532592773,89.6395492553711,89.1315994262695,0,9.29999732971191,10.7079954147339,1.55236780643463,16.7399101257324,1.59015297889709,3.11783576011658,"Senegal"
"Senegal","DRS Kaffrine",2021,117.602699279785,100.377540588379,99.5279998779297,106.287010192871,113.735412597656,113.873710632324,122.53369140625,111.541923522949,112.356475830078,113.637786865234,112.482574462891,113.788291931152,113.784225463867,113.064247131348,113.723205566406,113.706939697266,112.629013061523,113.527961730957,0,-13.7354106903076,-13.8737106323242,-0.121597938239574,9.704514503479,-6.74406147003174,-6.87385988235474,97.2999954223633,83.0485534667969,82.3456726074219,87.9378280639648,94.1003570556641,94.2147827148438,101.379722595215,92.2855453491211,92.9594802856445,94.0195846557617,93.0638046264648,94.1441040039062,94.140739440918,93.5450592041016,94.0902633666992,94.0767974853516,93.1849670410156,93.9287185668945,0,5.89964389801025,5.78521966934204,-0.121597938239574,9.704514503479,-6.74406147003174,-6.87385988235474,93.7840270996094,80.0475616455078,79.3700790405273,84.7601547241211,90.7000045776367,90.8102874755859,97.7163238525391,88.9507751464844,89.6003494262695,90.6221466064453,89.7009124755859,90.7421722412109,90.7389297485352,90.1647720336914,90.6902694702148,90.6772918701172,89.8176879882812,90.5345687866211,0,9.29999828338623,9.1897087097168,-0.121597938239574,9.704514503479,-6.74406147003174,-6.87385988235474,"Senegal"
"Senegal","DRS Kaffrine",2022,124.802696228027,100.410636901855,99.5608139038086,126.285804748535,134.381195068359,132.395263671875,130.507720947266,114.520660400391,138.022064208984,134.234085083008,138.578964233398,139.151626586914,134.580825805664,138.442367553711,139.046539306641,139.172637939453,139.745300292969,139.146362304688,0,-34.3811874389648,-32.3952598571777,1.47783255577087,12.9575519561768,2.21428561210632,3.65939474105835,97.3000030517578,78.283203125,77.6206588745117,98.4562759399414,104.767692565918,103.219398498535,101.74781036377,89.2838134765625,107.606224060059,104.65299987793,108.040397644043,108.486862182617,104.92333984375,107.933906555176,108.404945373535,108.50325012207,108.949714660645,108.482765197754,0,-4.76768922805786,-3.21939826011658,1.47783255577087,12.9575519561768,2.21428561210632,3.65939474105835,84.2350387573242,67.7717208862305,67.1981353759766,85.2360534667969,90.6999969482422,89.3596038818359,88.0856094360352,77.2952194213867,93.1573867797852,90.6007080078125,93.5332641601562,93.9197769165039,90.8347473144531,93.4410705566406,93.8488616943359,93.933967590332,94.3204803466797,93.9162368774414,0,9.3000020980835,10.6403961181641,1.47783255577087,12.9575519561768,2.21428561210632,3.65939474105835,"Senegal"
"Senegal","DRS Kaffrine",2023,251.566986083984,100,99.1536560058594,70.839469909668,62.1812744140625,64.743896484375,67.4694213867188,105.16739654541,40.7004699707031,50.1972465515137,52.0815277099609,52.0061569213867,40.323616027832,46.4286842346191,47.3331413269043,65.7990951538086,51.5539283752441,49.8203887939453,0,37.8187255859375,35.256103515625,-4.12121200561523,-54.6171188354492,-3.37601852416992,-7.63636350631714,97.3000030517578,38.6775703430176,38.3502235412598,27.3989868164062,24.0502071380615,25.0413665771484,26.095531463623,40.6761932373047,15.7419528961182,19.415075302124,20.1438694000244,20.1147174835205,15.5961942672729,17.9574871063232,18.3073081970215,25.4494915008545,19.9398078918457,19.2693176269531,0,75.9497909545898,74.9586334228516,-4.12121200561523,-54.6171188354492,-3.37601852416992,-7.63636350631714,366.945281982422,145.863845825195,144.629333496094,103.329177856445,90.7000045776367,94.4379425048828,98.4134902954102,153.401214599609,59.3672752380371,73.2196350097656,75.9681243896484,75.8581848144531,58.8175773620605,67.7226715087891,69.0419387817383,95.9770965576172,75.1985473632812,72.6699447631836,0,9.29999828338623,5.5620584487915,-4.12121200561523,-54.6171188354492,-3.37601852416992,-7.63636350631714,"Senegal"
"Senegal","DRS Kaolack",2019,123.665977478027,101.728797912598,100.867813110352,124.486473083496,132.634262084961,124.066040039062,123.144760131836,100.413719177246,128.43473815918,132.320098876953,127.341888427734,123.040328979492,132.024749755859,127.929931640625,124.074096679688,132.897399902344,128.278991699219,120.784820556641,0,-32.6342658996582,-24.0660419464111,6.46003723144531,19.1163864135742,1.5366302728653,7.89740037918091,97.2999954223633,80.0398864746094,79.3624725341797,97.945556640625,104.35620880127,97.6147613525391,96.8899002075195,79.0051879882812,101.052032470703,104.109031677246,100.192184448242,96.8077239990234,103.876640319824,100.654853820801,97.62109375,104.563247680664,100.929496765137,95.0331039428711,0,-4.35620784759521,2.38524222373962,6.46003723144531,19.1163864135742,1.5366302728653,7.89740037918091,84.5671768188477,69.5657501220703,68.9769897460938,85.1282577514648,90.7000045776367,84.8407440185547,84.2107467651367,68.6664581298828,87.8282165527344,90.4851684570312,87.0808868408203,84.1393280029297,90.2831878662109,87.4830093383789,84.8462524414062,90.8799438476562,87.7217178344727,82.5969314575195,0,9.29999923706055,15.1592531204224,6.46003723144531,19.1163864135742,1.5366302728653,7.89740037918091,"Senegal"
"Senegal","DRS Kaolack",2020,106.805824279785,100,99.1536483764648,111.332397460938,117.254905700684,114.461654663086,115.061233520508,94.0830993652344,113.732536315918,117.034118652344,113.645248413086,114.52840423584,117.226669311523,113.809555053711,114.41544342041,116.964797973633,113.683753967285,114.389770507812,0,-17.2549076080322,-14.4616565704346,2.38220357894897,18.8915634155273,0.280369639396667,2.65589427947998,97.2999954223633,91.0998992919922,90.3288726806641,101.423706054688,106.81909942627,104.274452209473,104.820663452148,85.7096099853516,103.610221862793,106.617958068848,103.530700683594,104.335258483887,106.79337310791,103.680389404297,104.232353210449,106.554809570312,103.565788269043,104.208961486816,0,-6.81909990310669,-4.2744517326355,2.38220357894897,18.8915634155273,0.280369639396667,2.65589427947998,82.6173477172852,77.3528442382812,76.6981735229492,86.1187744140625,90.7000045776367,88.5393447875977,89.0031280517578,72.7759475708008,87.9753494262695,90.5292129516602,87.907829284668,88.5909729003906,90.6781539916992,88.0349273681641,88.5035934448242,90.4755935668945,87.937614440918,88.4837341308594,0,9.29999828338623,11.460657119751,2.38220357894897,18.8915634155273,0.280369639396667,2.65589427947998,"Senegal"
